Date,Outdoor Temperature (°C),Heat Power (kW),Heat Demand (kWh),Electric Power (kW),COP,Target Flow Temperature (°C),Flow Temperature (°C),Return Temperature (°C)
2023-02-10 22:00:00,2.8,2.964,1.482,0.7335394608639162,4.040682414698166,32.9,32.9,29.359627329192545
2023-02-10 22:30:00,2.8,2.964,1.482,0.7335394608639162,4.040682414698166,32.9,32.9,29.359627329192545
2023-02-10 23:00:00,2.7,2.986,1.493,0.7421975809724822,4.023187459177005,32.975,32.975,29.408349259436218
2023-02-10 23:30:00,2.7,2.986,1.493,0.7421975809724822,4.023187459177005,32.975,32.975,29.408349259436218
2023-02-11 00:00:00,2.7,2.986,1.493,0.7421975809724822,4.023187459177005,32.975,32.975,29.408349259436218
2023-02-11 00:30:00,2.7,2.986,1.493,0.7421975809724822,4.023187459177005,32.975,32.975,29.408349259436218
2023-02-11 01:00:00,2.6,3.0079999999999996,1.5039999999999998,0.7509014770329487,4.00585175552666,33.05,33.05,29.457071189679883
2023-02-11 01:30:00,2.6,3.0079999999999996,1.5039999999999998,0.7509014770329487,4.00585175552666,33.05,33.05,29.457071189679883
2023-02-11 02:00:00,2.2,3.096,1.548,0.7861741527485008,3.9380587484035727,33.35,33.35,29.651958910654564
2023-02-11 02:30:00,2.2,3.096,1.548,0.7861741527485008,3.9380587484035727,33.35,33.35,29.651958910654564
2023-02-11 03:00:00,2.2,3.096,1.548,0.7861741527485008,3.9380587484035727,33.35,33.35,29.651958910654564
2023-02-11 03:30:00,2.2,3.096,1.548,0.7861741527485008,3.9380587484035727,33.35,33.35,29.651958910654564
2023-02-11 04:00:00,1.1,3.3379999999999996,1.6689999999999998,0.8869303792350606,3.763542300669508,34.175,34.175,30.187900143334925
2023-02-11 04:30:00,1.1,3.3379999999999996,1.6689999999999998,0.8869303792350606,3.763542300669508,34.175,34.175,30.187900143334925
2023-02-11 05:00:00,1.5,3.25,1.625,0.8496560097126669,3.825077399380805,33.875,33.875,29.99301242236025
2023-02-11 05:30:00,1.5,3.25,1.625,0.8496560097126669,3.825077399380805,33.875,33.875,29.99301242236025
2023-02-11 06:00:00,2.1,3.1179999999999994,1.5589999999999997,0.7951064278187562,3.9214876033057866,33.425,33.425,29.70068084089823
2023-02-11 06:30:00,2.1,3.1179999999999994,1.5589999999999997,0.7951064278187562,3.9214876033057866,33.425,33.425,29.70068084089823
2023-02-11 07:00:00,2.1,3.1179999999999994,1.5589999999999997,0.7951064278187562,3.9214876033057866,33.425,33.425,29.70068084089823
2023-02-11 07:30:00,2.1,3.1179999999999994,1.5589999999999997,0.7951064278187562,3.9214876033057866,33.425,33.425,29.70068084089823
2023-02-11 08:00:00,3.0,2.92,1.46,0.7163606823720553,4.076158940397351,32.75,32.75,29.262183468705206
2023-02-11 08:30:00,3.0,2.92,1.46,0.7163606823720553,4.076158940397351,32.75,32.75,29.262183468705206
2023-02-11 09:00:00,4.4,2.612,1.306,0.6012624714704925,4.344192634560905,31.7,31.7,28.580076445293837
2023-02-11 09:30:00,4.4,2.612,1.306,0.6012624714704925,4.344192634560905,31.7,31.7,28.580076445293837
2023-02-11 10:00:00,5.7,2.326,1.163,0.5025179491372971,4.6286903860711535,30.725,30.725,27.946691352126138
2023-02-11 10:30:00,5.7,2.326,1.163,0.5025179491372971,4.6286903860711535,30.725,30.725,27.946691352126138
2023-02-11 11:00:00,6.1,2.238,1.119,0.4737225178030612,4.724284609435423,30.425,30.425,27.751803631151457
2023-02-11 11:30:00,6.1,2.238,1.119,0.4737225178030612,4.724284609435423,30.425,30.425,27.751803631151457
2023-02-11 12:00:00,6.6,2.128,1.064,0.4387844615636779,4.8497615262321165,30.05,30.05,27.50819397993311
2023-02-11 12:30:00,6.6,2.128,1.064,0.4387844615636779,4.8497615262321165,30.05,30.05,27.50819397993311
2023-02-11 13:00:00,5.9,2.282,1.141,0.4880265074040745,4.675975516449883,30.575,30.575,27.849247491638796
2023-02-11 13:30:00,5.9,2.282,1.141,0.4880265074040745,4.675975516449883,30.575,30.575,27.849247491638796
2023-02-11 14:00:00,6.3,2.194,1.097,0.45960625665383625,4.773651290070372,30.275,30.275,27.65435977066412
2023-02-11 14:30:00,6.3,2.194,1.097,0.45960625665383625,4.773651290070372,30.275,30.275,27.65435977066412
2023-02-11 15:00:00,5.9,2.282,1.141,0.4880265074040745,4.675975516449883,30.575,30.575,27.849247491638796
2023-02-11 15:30:00,5.9,2.282,1.141,0.4880265074040745,4.675975516449883,30.575,30.575,27.849247491638796
2023-02-11 16:00:00,3.2,2.876,1.438,0.6993654096228874,4.112299465240638,32.6,32.6,29.16473960821787
